order_date,product_name,category,quantity_sold,unit_price,sales_amount,profit,region,customer_segment,inventory_level,year,month,day,weekday,is_weekend,quarter,avg_order_value
2025-06-27 11:59:43.541190,Monitor,Electronics,2.0,547.95,1095.89,219.18,East,SMB,34,2025,6,27,4,0,2,547.945
2025-06-27 11:59:43.541190,Mouse,Accessories,8.0,712.11,5696.89,1139.38,West,SMB,61,2025,6,27,4,0,2,712.11125
2025-06-28 11:59:43.541190,Monitor,Electronics,9.0,1055.1,9495.87,1899.17,North,Corporate,59,2025,6,28,5,1,2,1055.0966666666668
2025-06-28 11:59:43.541190,Headphones,Accessories,5.0,981.2,4905.99,981.2,East,Corporate,173,2025,6,28,5,1,2,981.198
2025-06-28 11:59:43.541190,Keyboard,Accessories,9.0,905.59,8150.33,1630.07,West,Corporate,54,2025,6,28,5,1,2,905.5922222222222
2025-06-28 11:59:43.541190,Laptop,Electronics,8.0,871.48,6971.87,1394.37,West,Consumer,91,2025,6,28,5,1,2,871.48375
2025-06-28 11:59:43.541190,Headphones,Accessories,8.0,1189.3,9514.37,1902.87,South,SMB,54,2025,6,28,5,1,2,1189.29625
2025-06-28 11:59:43.541190,Keyboard,Accessories,1.0,1023.86,1023.86,204.77,West,Corporate,97,2025,6,28,5,1,2,1023.86
2025-06-28 11:59:43.541190,Mouse,Accessories,2.0,400.38,800.76,160.15,South,Consumer,82,2025,6,28,5,1,2,400.38
2025-06-28 11:59:43.541190,Headphones,Accessories,3.0,81.15,243.46,48.69,South,Corporate,24,2025,6,28,5,1,2,81.15333333333334
2025-06-28 11:59:43.541190,Laptop,Electronics,6.0,705.86,4235.17,847.03,East,SMB,119,2025,6,28,5,1,2,705.8616666666667
2025-06-28 11:59:43.541190,Monitor,Electronics,3.0,255.42,766.25,153.25,West,Consumer,159,2025,6,28,5,1,2,255.41666666666666
2025-06-28 11:59:43.541190,Mouse,Accessories,3.0,1009.53,3028.58,605.72,North,Corporate,173,2025,6,28,5,1,2,1009.5266666666666
2025-06-28 11:59:43.541190,Headphones,Accessories,9.0,917.07,8253.62,1650.72,East,SMB,171,2025,6,28,5,1,2,917.068888888889
2025-06-29 11:59:43.541190,Mouse,Accessories,1.0,141.44,141.44,28.29,North,SMB,66,2025,6,29,6,1,2,141.44
2025-06-29 11:59:43.541190,Keyboard,Accessories,3.0,687.3,2061.9,412.38,South,SMB,46,2025,6,29,6,1,2,687.3000000000001
2025-06-29 11:59:43.541190,Headphones,Accessories,4.0,234.29,937.14,187.43,South,Corporate,153,2025,6,29,6,1,2,234.285
2025-06-29 11:59:43.541190,Headphones,Accessories,4.0,872.26,3489.03,697.81,South,SMB,114,2025,6,29,6,1,2,872.2575
2025-06-29 11:59:43.541190,Monitor,Electronics,8.0,732.67,5861.36,1172.27,East,Consumer,155,2025,6,29,6,1,2,732.67
2025-06-29 11:59:43.541190,Laptop,Electronics,4.0,692.47,2769.88,553.98,South,Consumer,142,2025,6,29,6,1,2,692.47
2025-06-29 11:59:43.541190,Laptop,Electronics,1.0,481.95,481.95,96.39,South,Corporate,72,2025,6,29,6,1,2,481.95
2025-06-29 11:59:43.541190,Headphones,Accessories,1.0,649.48,649.48,129.9,East,SMB,183,2025,6,29,6,1,2,649.48
2025-06-29 11:59:43.541190,Keyboard,Accessories,8.0,838.59,6708.69,1341.74,West,SMB,130,2025,6,29,6,1,2,838.58625
2025-06-29 11:59:43.541190,Keyboard,Accessories,7.0,157.94,1105.58,221.12,South,SMB,154,2025,6,29,6,1,2,157.94
2025-06-29 11:59:43.541190,Keyboard,Accessories,6.0,656.94,3941.65,788.33,East,SMB,172,2025,6,29,6,1,2,656.9416666666667
2025-06-29 11:59:43.541190,Headphones,Accessories,6.0,907.84,5447.01,1089.4,North,Consumer,174,2025,6,29,6,1,2,907.835
2025-06-30 11:59:43.541190,Headphones,Accessories,6.0,279.71,1678.29,335.66,South,Consumer,68,2025,6,30,0,0,2,279.715
2025-06-30 11:59:43.541190,Laptop,Electronics,7.0,215.31,1507.14,301.43,North,Consumer,196,2025,6,30,0,0,2,215.3057142857143
2025-06-30 11:59:43.541190,Keyboard,Accessories,1.0,712.74,712.74,142.55,East,SMB,198,2025,6,30,0,0,2,712.74
2025-06-30 11:59:43.541190,Keyboard,Accessories,6.0,428.69,2572.13,514.43,South,SMB,181,2025,6,30,0,0,2,428.68833333333333
2025-06-30 11:59:43.541190,Mouse,Accessories,9.0,154.84,1393.52,278.7,West,Consumer,109,2025,6,30,0,0,2,154.83555555555554
2025-06-30 11:59:43.541190,Laptop,Electronics,5.0,415.53,2077.66,415.53,West,Consumer,136,2025,6,30,0,0,2,415.532
2025-06-30 11:59:43.541190,Laptop,Electronics,6.0,632.23,3793.37,758.67,West,SMB,168,2025,6,30,0,0,2,632.2283333333334
2025-06-30 11:59:43.541190,Headphones,Accessories,5.0,215.31,1076.57,215.31,West,Corporate,76,2025,6,30,0,0,2,215.314
2025-06-30 11:59:43.541190,Headphones,Accessories,8.0,1011.72,8093.75,1618.75,East,SMB,20,2025,6,30,0,0,2,1011.71875
2025-06-30 11:59:43.541190,Mouse,Accessories,1.0,700.02,700.02,140.0,South,Consumer,70,2025,6,30,0,0,2,700.02
2025-06-30 11:59:43.541190,Monitor,Electronics,4.0,1104.13,4416.5,883.3,North,Consumer,91,2025,6,30,0,0,2,1104.125
2025-06-30 11:59:43.541190,Mouse,Accessories,8.0,616.95,4935.59,987.12,North,Consumer,130,2025,6,30,0,0,2,616.94875
2025-07-01 11:59:43.541190,Laptop,Electronics,5.0,230.68,1153.41,230.68,North,SMB,27,2025,7,1,1,0,3,230.68200000000002
2025-07-01 11:59:43.541190,Keyboard,Accessories,8.0,251.41,2011.31,402.26,East,Consumer,91,2025,7,1,1,0,3,251.41375
2025-07-01 11:59:43.541190,Mouse,Accessories,3.0,306.94,920.83,184.17,South,Corporate,163,2025,7,1,1,0,3,306.9433333333333
2025-07-01 11:59:43.541190,Keyboard,Accessories,3.0,779.92,2339.76,467.95,West,Consumer,106,2025,7,1,1,0,3,779.9200000000001
2025-07-01 11:59:43.541190,Keyboard,Accessories,4.0,234.68,938.7,187.74,North,SMB,122,2025,7,1,1,0,3,234.675
2025-07-01 11:59:43.541190,Monitor,Electronics,2.0,1043.05,2086.11,417.22,West,Consumer,76,2025,7,1,1,0,3,1043.055
2025-07-01 11:59:43.541190,Laptop,Electronics,8.0,713.2,5705.56,1141.11,North,Corporate,134,2025,7,1,1,0,3,713.195
2025-07-01 11:59:43.541190,Keyboard,Accessories,8.0,1079.7,8637.63,1727.53,West,Corporate,48,2025,7,1,1,0,3,1079.70375
2025-07-01 11:59:43.541190,Monitor,Electronics,8.0,612.59,4900.72,980.14,North,Consumer,198,2025,7,1,1,0,3,612.59
2025-07-01 11:59:43.541190,Laptop,Electronics,4.0,561.61,2246.43,449.29,West,Corporate,105,2025,7,1,1,0,3,561.6075
2025-07-01 11:59:43.541190,Mouse,Accessories,2.0,650.66,1301.32,260.26,North,Corporate,185,2025,7,1,1,0,3,650.66
2025-07-02 11:59:43.541190,Monitor,Electronics,8.0,154.8,1238.41,247.68,South,SMB,147,2025,7,2,2,0,3,154.80125
2025-07-02 11:59:43.541190,Laptop,Electronics,2.0,1036.06,2072.12,414.42,East,Corporate,105,2025,7,2,2,0,3,1036.06
2025-07-02 11:59:43.541190,Keyboard,Accessories,7.0,60.39,422.72,84.54,West,Consumer,56,2025,7,2,2,0,3,60.38857142857143
